[22Dec2024 00:36:58.036] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: youcriper[/172.24.1.167:55323] logged in with entity id 7670 at (-1907.699999988079, 73.0, 1721.300000011921)
[22Dec2024 00:36:58.134] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: youcriper joined the game
[22Dec2024 00:36:59.313] [Server thread/WARN] [ImprovableSkills/]: Skill tick took too long! (1139 ms, expected <50 ms!). Time map: [improvableskills:accelerated_furnace=1139, improvableskills:luck_of_the_sea=0, improvableskills:silent_foot=0, improvableskills:obsidian_skin=0, improvableskills:attack_speed=0, improvableskills:dexterous_arms=0, improvableskills:huckster=0, improvableskills:fast_swimmer=0, improvableskills:growth=0, improvableskills:pvp=0, improvableskills:xp_plus=0, improvableskills:soft_landing=0, improvableskills:cutting=0, improvableskills:treasure_sands=0, improvableskills:mob_repellent=0, improvableskills:mining=0, improvableskills:atkdmg_ranged=0, improvableskills:alchemist=0, improvableskills:leaper=0, improvableskills:atkdmg_melee=0, improvableskills:ladder_king=0, improvableskills:ender_manipulator=0, improvableskills:generic_protection=0, improvableskills:health=0, improvableskills:enchanter=0, improvableskills:digging=0, improvableskills:soul_speed=0]
[22Dec2024 00:36:59.318] [Server thread/INFO] [voicechat/]: [voicechat] Received secret request of youcriper (18)
[22Dec2024 00:36:59.319] [Server thread/INFO] [voicechat/]: [voicechat] Sent secret to youcriper
[22Dec2024 00:36:59.319] [Server thread/INFO] [com.alrex.parcool.ParCool/]: Limitation of 9f14b36d-5b4d-33af-bc66-3bfc295459d2 was loaded
[22Dec2024 00:36:59.321] [Server thread/INFO] [ImprovableSkills/]: Sending skill data to youcriper (9f14b36d-5b4d-33af-bc66-3bfc295459d2)
[22Dec2024 00:37:03.095] [Server thread/INFO] [do_a_barrel_roll/]: Client of youcriper accepted server config.
[22Dec2024 00:37:03.116] [VoiceChatPacketProcessingThread/INFO] [voicechat/]: [voicechat] Successfully authenticated player 9f14b36d-5b4d-33af-bc66-3bfc295459d2
[22Dec2024 00:37:04.119] [VoiceChatPacketProcessingThread/INFO] [voicechat/]: [voicechat] Successfully validated connection of player 9f14b36d-5b4d-33af-bc66-3bfc295459d2
[22Dec2024 00:37:04.120] [VoiceChatPacketProcessingThread/INFO] [voicechat/]: [voicechat] Player youcriper (9f14b36d-5b4d-33af-bc66-3bfc295459d2) successfully connected to voice chat
[22Dec2024 00:46:30.789] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [youcriper: Set the time to 1000]
[22Dec2024 00:47:49.492] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [youcriper: Set own game mode to Creative Mode]
[22Dec2024 00:48:41.685] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [youcriper: Set own game mode to Survival Mode]
[22Dec2024 00:54:24.247] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [youcriper: Set the time to 1000]
[22Dec2024 00:54:33.358] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [youcriper: Set the time to 1000]
[22Dec2024 00:55:22.064] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [youcriper: Set own game mode to Creative Mode]
[22Dec2024 00:55:54.078] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [youcriper: Set own game mode to Survival Mode]
[22Dec2024 00:58:44.310] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1903, y=74, z=1763} BlockPos{x=-1903, y=73, z=1764}
[22Dec2024 01:06:01.226] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=72, z=1762} BlockPos{x=-1898, y=72, z=1759}
[22Dec2024 01:06:01.268] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=72, z=1763} BlockPos{x=-1898, y=72, z=1759}
[22Dec2024 01:06:01.326] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=72, z=1763} BlockPos{x=-1898, y=72, z=1759}
[22Dec2024 01:06:01.676] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=72, z=1765} BlockPos{x=-1898, y=72, z=1763}
[22Dec2024 01:06:01.729] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=72, z=1765} BlockPos{x=-1898, y=72, z=1763}
[22Dec2024 01:06:01.768] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=72, z=1765} BlockPos{x=-1898, y=72, z=1763}
[22Dec2024 01:06:01.814] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=72, z=1766} BlockPos{x=-1898, y=72, z=1763}
[22Dec2024 01:06:01.877] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=72, z=1766} BlockPos{x=-1898, y=72, z=1763}
[22Dec2024 01:06:01.929] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=72, z=1766} BlockPos{x=-1898, y=72, z=1763}
[22Dec2024 01:06:02.076] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=71, z=1767} BlockPos{x=-1898, y=72, z=1766}
[22Dec2024 01:06:02.117] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=71, z=1767} BlockPos{x=-1898, y=72, z=1766}
[22Dec2024 01:06:02.178] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=71, z=1767} BlockPos{x=-1898, y=72, z=1766}
[22Dec2024 01:06:02.218] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=71, z=1768} BlockPos{x=-1898, y=72, z=1766}
[22Dec2024 01:06:02.265] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=71, z=1768} BlockPos{x=-1898, y=72, z=1766}
[22Dec2024 01:06:02.477] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=71, z=1769} BlockPos{x=-1898, y=71, z=1768}
[22Dec2024 01:06:02.514] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=71, z=1769} BlockPos{x=-1898, y=71, z=1768}
[22Dec2024 01:06:02.564] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=71, z=1769} BlockPos{x=-1898, y=71, z=1768}
[22Dec2024 01:06:02.627] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=71, z=1769} BlockPos{x=-1898, y=71, z=1768}
[22Dec2024 01:06:02.677] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1898, y=70, z=1770} BlockPos{x=-1898, y=71, z=1768}
[22Dec2024 01:07:22.415] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=68, z=1763} BlockPos{x=-1901, y=68, z=1765}
[22Dec2024 01:08:34.127] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [youcriper: Set the time to 1000]
[22Dec2024 01:08:50.403] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [youcriper: Set the weather to clear]
[22Dec2024 01:13:32.176] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=71, z=1741} BlockPos{x=-1901, y=71, z=1741}
[22Dec2024 01:13:32.227] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=71, z=1741} BlockPos{x=-1901, y=71, z=1741}
[22Dec2024 01:13:32.285] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=71, z=1741} BlockPos{x=-1901, y=71, z=1741}
[22Dec2024 01:13:33.477] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=75, z=1741} BlockPos{x=-1899, y=74, z=1741}
[22Dec2024 01:13:33.527] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=75, z=1741} BlockPos{x=-1899, y=74, z=1741}
[22Dec2024 01:13:34.228] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1741} BlockPos{x=-1900, y=75, z=1741}
[22Dec2024 01:13:34.278] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1741} BlockPos{x=-1900, y=75, z=1741}
[22Dec2024 01:13:34.327] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1741} BlockPos{x=-1900, y=75, z=1741}
[22Dec2024 01:13:35.831] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1903, y=72, z=1741} BlockPos{x=-1903, y=73, z=1741}
[22Dec2024 01:13:35.879] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1903, y=72, z=1741} BlockPos{x=-1903, y=73, z=1741}
[22Dec2024 01:13:35.927] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1903, y=72, z=1741} BlockPos{x=-1903, y=73, z=1741}
[22Dec2024 01:13:38.576] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=70, z=1743} BlockPos{x=-1901, y=70, z=1743}
[22Dec2024 01:13:38.627] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=70, z=1743} BlockPos{x=-1901, y=70, z=1743}
[22Dec2024 01:13:38.679] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=70, z=1743} BlockPos{x=-1901, y=70, z=1743}
[22Dec2024 01:13:39.328] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=69, z=1744} BlockPos{x=-1900, y=70, z=1743}
[22Dec2024 01:13:39.378] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=69, z=1744} BlockPos{x=-1900, y=70, z=1743}
[22Dec2024 01:13:39.433] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=69, z=1744} BlockPos{x=-1900, y=70, z=1743}
[22Dec2024 01:13:39.827] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=69, z=1744} BlockPos{x=-1901, y=69, z=1744}
[22Dec2024 01:13:39.878] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=69, z=1744} BlockPos{x=-1901, y=69, z=1744}
[22Dec2024 01:13:39.928] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=69, z=1744} BlockPos{x=-1901, y=69, z=1744}
[22Dec2024 01:13:40.226] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=68, z=1745} BlockPos{x=-1902, y=69, z=1744}
[22Dec2024 01:13:40.281] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=68, z=1745} BlockPos{x=-1902, y=69, z=1744}
[22Dec2024 01:13:40.327] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=68, z=1745} BlockPos{x=-1902, y=69, z=1744}
[22Dec2024 01:13:40.579] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=69, z=1744} BlockPos{x=-1901, y=69, z=1744}
[22Dec2024 01:13:40.629] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=69, z=1744} BlockPos{x=-1901, y=69, z=1744}
[22Dec2024 01:13:40.678] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=69, z=1744} BlockPos{x=-1901, y=69, z=1744}
[22Dec2024 01:13:41.578] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1746} BlockPos{x=-1900, y=68, z=1745}
[22Dec2024 01:13:41.630] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1746} BlockPos{x=-1900, y=68, z=1745}
[22Dec2024 01:13:41.677] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1746} BlockPos{x=-1900, y=68, z=1745}
[22Dec2024 01:13:41.928] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1747} BlockPos{x=-1900, y=68, z=1746}
[22Dec2024 01:13:41.980] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1747} BlockPos{x=-1900, y=68, z=1746}
[22Dec2024 01:13:42.029] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1747} BlockPos{x=-1900, y=68, z=1746}
[22Dec2024 01:13:42.179] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1748} BlockPos{x=-1900, y=68, z=1747}
[22Dec2024 01:13:42.232] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1748} BlockPos{x=-1900, y=68, z=1747}
[22Dec2024 01:13:42.279] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1748} BlockPos{x=-1900, y=68, z=1747}
[22Dec2024 01:13:42.331] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1749} BlockPos{x=-1900, y=68, z=1747}
[22Dec2024 01:13:42.388] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1749} BlockPos{x=-1900, y=68, z=1747}
[22Dec2024 01:13:42.432] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1749} BlockPos{x=-1900, y=68, z=1747}
[22Dec2024 01:13:42.481] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1750} BlockPos{x=-1900, y=68, z=1747}
[22Dec2024 01:13:42.527] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1750} BlockPos{x=-1900, y=68, z=1747}
[22Dec2024 01:13:42.579] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1751} BlockPos{x=-1900, y=68, z=1747}
[22Dec2024 01:13:42.627] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1751} BlockPos{x=-1900, y=68, z=1747}
[22Dec2024 01:13:42.675] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1751} BlockPos{x=-1900, y=68, z=1747}
[22Dec2024 01:13:42.727] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1752} BlockPos{x=-1900, y=68, z=1747}
[22Dec2024 01:13:42.777] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1752} BlockPos{x=-1900, y=68, z=1747}
[22Dec2024 01:13:42.827] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1752} BlockPos{x=-1900, y=68, z=1747}
[22Dec2024 01:13:43.027] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1753} BlockPos{x=-1900, y=68, z=1752}
[22Dec2024 01:13:43.077] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1753} BlockPos{x=-1900, y=68, z=1752}
[22Dec2024 01:13:43.133] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1754} BlockPos{x=-1900, y=68, z=1752}
[22Dec2024 01:13:43.176] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1754} BlockPos{x=-1900, y=68, z=1752}
[22Dec2024 01:13:43.227] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1755} BlockPos{x=-1900, y=68, z=1752}
[22Dec2024 01:13:43.277] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1755} BlockPos{x=-1900, y=68, z=1752}
[22Dec2024 01:13:43.327] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1756} BlockPos{x=-1900, y=68, z=1752}
[22Dec2024 01:13:43.378] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1756} BlockPos{x=-1900, y=68, z=1752}
[22Dec2024 01:13:43.428] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1756} BlockPos{x=-1900, y=68, z=1752}
[22Dec2024 01:13:43.479] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1756} BlockPos{x=-1900, y=68, z=1752}
[22Dec2024 01:13:43.537] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1757} BlockPos{x=-1900, y=68, z=1752}
[22Dec2024 01:13:43.578] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1757} BlockPos{x=-1900, y=68, z=1752}
[22Dec2024 01:13:43.626] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1757} BlockPos{x=-1900, y=68, z=1752}
[22Dec2024 01:13:43.688] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1758} BlockPos{x=-1900, y=68, z=1752}
[22Dec2024 01:13:44.326] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1763} BlockPos{x=-1900, y=68, z=1761}
[22Dec2024 01:13:44.378] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1763} BlockPos{x=-1900, y=68, z=1761}
[22Dec2024 01:13:44.428] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1764} BlockPos{x=-1900, y=68, z=1761}
[22Dec2024 01:13:44.477] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1764} BlockPos{x=-1900, y=68, z=1761}
[22Dec2024 01:13:44.525] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1765} BlockPos{x=-1900, y=68, z=1761}
[22Dec2024 01:13:44.576] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1765} BlockPos{x=-1900, y=68, z=1761}
[22Dec2024 01:13:44.630] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1765} BlockPos{x=-1900, y=68, z=1761}
[22Dec2024 01:13:44.976] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1768} BlockPos{x=-1900, y=68, z=1765}
[22Dec2024 01:13:45.027] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1768} BlockPos{x=-1900, y=68, z=1765}
[22Dec2024 01:13:45.081] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1768} BlockPos{x=-1900, y=68, z=1765}
[22Dec2024 01:13:45.125] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1769} BlockPos{x=-1900, y=68, z=1765}
[22Dec2024 01:13:45.175] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1769} BlockPos{x=-1900, y=68, z=1765}
[22Dec2024 01:13:45.226] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1769} BlockPos{x=-1900, y=68, z=1765}
[22Dec2024 01:13:45.278] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1770} BlockPos{x=-1900, y=68, z=1765}
[22Dec2024 01:13:45.329] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1770} BlockPos{x=-1900, y=68, z=1765}
[22Dec2024 01:13:45.380] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1770} BlockPos{x=-1900, y=68, z=1765}
[22Dec2024 01:13:45.431] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1770} BlockPos{x=-1900, y=68, z=1765}
[22Dec2024 01:13:45.477] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=68, z=1771} BlockPos{x=-1900, y=68, z=1765}
[22Dec2024 01:13:50.731] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=68, z=1775} BlockPos{x=-1901, y=68, z=1775}
[22Dec2024 01:13:50.777] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=68, z=1775} BlockPos{x=-1901, y=68, z=1775}
[22Dec2024 01:13:50.831] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=68, z=1775} BlockPos{x=-1901, y=68, z=1775}
[22Dec2024 01:13:53.177] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1903, y=70, z=1773} BlockPos{x=-1903, y=71, z=1773}
[22Dec2024 01:13:53.228] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1903, y=70, z=1773} BlockPos{x=-1903, y=71, z=1773}
[22Dec2024 01:13:53.279] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1903, y=70, z=1773} BlockPos{x=-1903, y=71, z=1773}
[22Dec2024 01:13:53.532] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1903, y=70, z=1774} BlockPos{x=-1903, y=70, z=1773}
[22Dec2024 01:13:53.581] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1903, y=70, z=1774} BlockPos{x=-1903, y=70, z=1773}
[22Dec2024 01:13:53.626] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1903, y=70, z=1774} BlockPos{x=-1903, y=70, z=1773}
[22Dec2024 01:13:53.678] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1903, y=70, z=1774} BlockPos{x=-1903, y=70, z=1773}
[22Dec2024 01:13:53.726] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1903, y=69, z=1774} BlockPos{x=-1903, y=70, z=1773}
[22Dec2024 01:13:53.778] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1903, y=69, z=1774} BlockPos{x=-1903, y=70, z=1773}
[22Dec2024 01:13:53.828] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1903, y=69, z=1774} BlockPos{x=-1903, y=70, z=1773}
[22Dec2024 01:13:53.878] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1903, y=69, z=1774} BlockPos{x=-1903, y=70, z=1773}
